CNPJ,Loja,Segmento,GP,GN,Feirao,Comercial,Gestor,Estoque,Faixa_Estoque,Ultima_Atualizacao,Faixa_Atualizacao,Status_Pgto
45704557000141,Rota 66 bh ltda,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Gilbert Santos de Oliveira,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,58,Até 100,31/08/2026,Até 15 dias,2 PARC ATRASO
45712467000100,R S VIEIRA CORRETAGEM,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Karina Araujo Ramalho,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
45717532000182,M CAR MULTIMARCAS,Revenda Multimarcas,NO1 - MARCOS WILLIAM MAIA LEMES JUNIOR,GLEYDSON RODRIGUES RIBEIRO DE ALMEIDA,Feirão Pontual - Feirão Setembro,,,0,Sem Estoque,,Nunca atualizou,PAGA
45718596000106,c14 comercio de veiculos ltda,RevendaCarro,SPINT1 - CHRISTIANE LOPES,vinicius felipe bernardes de godoi,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
45733898000145,Rota 408 Veículos,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Cláudio Gonçalves Soutinho,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,9,Até 10,03/06/2026,61 a 90 dias,4 PARC ATRASO
4574854000132,NETO NEVES & CIA . LTDA,RevendaCarro,SE1 - BRUNO NOGUEIRA MARTINS,Guilherme Duarte Sabir,FEIRÃO SETEMBRO - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,12/11/2021,Acima de 90 dias,PAGA
45759962000167,G. P. MOTORS VEICULOS LTDA,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,Fabio de Oliveira Barbosa Junior,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
45820168000181,FERREIRA E SANTOS MULTIMARCAS,RevendaCarro,SP7 - FLAVIA DE FATIMA CORREA,Raul lincoln de mello euzebio,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
45844556001174,AUTO JAPAN,Concessionária,MG1 - DOUGLAS HENRIQUE FERREIRA,Victor Costa Dias,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,17,Até 20,28/08/2026,Até 15 dias,2 PARC ATRASO
45872796000100,BIG VEICULOS LTDA,RevendaCarro,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Jacinto Silva Ferreira,FEIRÃO SETEMBRO - P,Ruana Figueroa,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
45928221000162,Cargill Seminovos,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Edivaldo Alves Ferreira de Sousa,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,32,Até 50,31/08/2026,Até 15 dias,PAGA
46027334000150,NEXAUTO MOTORS LTDA,Revenda Multimarcas,CO1 - NADIA JAMAYARA CARDOSO PRIMO,Jeferson wellinton cavalcante Matos,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,26,Até 30,31/08/2026,Até 15 dias,2 PARC ATRASO
46051947000122,BOM PASTOR VEICULOS LTDA,Revenda Multimarcas,SE1 - BRUNO NOGUEIRA MARTINS,Vitor Martins Vale Menezes,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,15,Até 20,17/08/2026,Até 15 dias,PAGA
46073392000110,SMART VEICULOS,Revenda Multimarcas,CO1 - NADIA JAMAYARA CARDOSO PRIMO,Tiago da Cunha Alves,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,28,Até 30,05/08/2026,Até 30 dias,PAGA
46082926000174,GARAGE MULTIMARCAS 01 LTDA,RevendaCarro,SC2 - FABIANO HEIL DIAS,Janaina Regina Dalberto,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
46083352000159,AGILLI VEICULOS INTERMEDIAÇÕES RASTREAMENTO E MONITORAMENTO LTDA,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Tiago Oliveira da Franca,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,80,Até 100,29/08/2026,Até 15 dias,PAGA
46125651000109,Baruk Multimarcas Ltda,Revenda Multimarcas,SPINT2 - MARCELO DE SOUSA CAETANO,ANNDRE DOS SANTOS,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,0,Sem Estoque,24/08/2026,Até 15 dias,PAGA
46142723000126,EPC automóveis,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,Paula Scavarielo Trento,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
46229425000178,OMEGA VEICULOS BH LTDA,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,WESLEY PAULO GONCALVES,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,29,Até 30,31/08/2026,Até 15 dias,2 PARC ATRASO
46310672000102,Auto Melo veículos,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,Vinicius José,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
46400393000121,THIAGO MOREIRA DIAS,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,Mario Paulo Villa Scaff,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
46442016000155,NOTARO MOTORS,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,Carlos Alberto Rosa,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,8,Até 10,18/08/2026,Até 15 dias,PAGA
46496221000101,DRUMOND MOTORS COMERCIO DE VEICULOS LTDA.,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,WESLEY PAULO GONCALVES,FEIRÃO SETEMBRO - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,13/02/2026,Acima de 90 dias,AGUARDANDO_PAGAMENTO
46539774000196,Cap Motors LTDA,Revenda Multimarcas,SPINT2 - MARCELO DE SOUSA CAETANO,Rogerio Andre Torello,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,97,Até 100,30/08/2026,Até 15 dias,PAGA
46601546000107,AUTOBAHN CORRETAGEM DE VEICULOS USADOS LTDA,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Karina Araujo Ramalho,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
46619129000183,144 Motors LTDA,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,Luiz Henrique Jardim Bomfá Rodrigues,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,1,Até 5,02/10/2025,Acima de 90 dias,PAGA
4665518000103,Proaldo Veículos e Produções LTDA,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Maria Iolanda dos Santos Rolemberg,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,8,Até 10,20/08/2026,Até 15 dias,PAGA
46723522000112,VIANA VEICULOS,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Camila Ramires,FEIRÃO SETEMBRO - P,Bruna de Paula,Renan Winterink,27,Até 30,28/08/2026,Até 15 dias,PAGA
46730959000183,D' SA MULTIMARCAS LTDA,Revenda Multimarcas,CO2 - THEONILO GONCALINO DE ALMEIDA,CHRISLEY MIRANDA SILVA,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
46769308000105,AMERICA AUTOMOVEIS LTDA,RevendaCarro,PR2 - MARIA INES ANTUNES,Peterson Antônio Oliveira Firmino,FEIRÃO SETEMBRO - P,Lucynara Ochiai,Renan Winterink,39,Até 50,19/08/2026,Até 15 dias,PAGA
46864357000119,REI VEICULOS,Revenda Multimarcas,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,MILENE RODRIGUES,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,12,Até 20,12/08/2026,Até 30 dias,1 PARC ATRASO
46876308000104,MJ CARS,Revenda Multimarcas,SP4 - TIAGO FLORIANO OLIVEIRA,Victoria Barreiro,Feirão Pontual - 3 Feirões,Luana Marques,Juliana Grande,165,Acima 101,31/08/2026,Até 15 dias,PAGA
46901827000177,NOBRE VEICULOS,RevendaCarro,SC2 - FABIANO HEIL DIAS,Marlon José Zaranski,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
4693771000162,Via Brasil veículos Ltda,Revenda Multimarcas,NO1 - MARCOS WILLIAM MAIA LEMES JUNIOR,Marcos William Maia Lemos Júnior,Feirão Pontual - 3 Feirões,,,0,Sem Estoque,17/01/2022,Acima de 90 dias,4 PARC ATRASO
4697343000108,HF MULTIMARCAS,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,João Victor Resende Silva,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,85,Até 100,31/08/2026,Até 15 dias,1 PARC ATRASO
46988783000164,GM Motors,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,Elaine Cristiana Moreira Dias,2 FEIROES - P,Ludmila Martins,Renan Winterink,4,Até 5,31/08/2026,Até 15 dias,PAGA
46993324000179,RAASCH VEÍCULOS,Revenda Multimarcas,SE1 - BRUNO NOGUEIRA MARTINS,Diego Timoteo Santos,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,16,Até 20,20/06/2026,61 a 90 dias,PAGA
47006414000191,PREMIUM VEICULOS,RevendaCarro,CO1 - NADIA JAMAYARA CARDOSO PRIMO,GENIVAL CRUZ,FEIRÃO SETEMBRO - P,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
47007022000147,C&L COMERCIO DE VEICULOS,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,luiz thyago,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
47106635000131,Autostock repasse de veículos ltda,Revenda Multimarcas,SPINT2 - MARCELO DE SOUSA CAETANO,Paula do prado Scavariello trento,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,35,Até 50,22/04/2025,Acima de 90 dias,PAGA
47150649000152,RD Motors intermediações compra e venda de veículos,Revenda Multimarcas,SP7 - FLAVIA DE FATIMA CORREA,Tabata Regina Pereira Lima,Feirão Pontual - Feirão Setembro,Juliana Grande,Juliana Grande,0,Sem Estoque,29/07/2025,Acima de 90 dias,AGUARDANDO_PAGAMENTO
47169391000136,Primecar Automoveis,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Mayara Caroline Neis,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
47206919000108,VIA CAR MULTIMARCAS LTDA,RevendaCarro,CO1 - NADIA JAMAYARA CARDOSO PRIMO,Gustavo Isac Rosa,2 FEIROES - P,Tatiane Silva,Renan Winterink,0,Sem Estoque,27/09/2025,Acima de 90 dias,PAGA
47215607000152,Gold car automóveis,RevendaCarro,SE1 - BRUNO NOGUEIRA MARTINS,Bruno Rubim Nobre,FEIRÃO SETEMBRO - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
47216945000109,GARAGE 56 MULTIMARCAS LOJA DE VEICULOS LTDA,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,Josiane Spognollo,FEIRÃO SETEMBRO - P,Lucynara Ochiai,Renan Winterink,19,Até 20,11/08/2026,Até 30 dias,PAGA
47240584000136,GTS MOTORS CATANDUVA LTDA,RevendaCarro,SPINT3 - FABIO YOSHIKAZU TANIGUTI,Lucilaine Pericoco de Melo,FEIRÃO SETEMBRO - P,Andre Souza,Luana Mota,45,Até 50,19/08/2026,Até 15 dias,PAGA
47246577000222,BENEDET COMERCIO DE VEICULOS,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,TAUAN DA ROSA TEIXEIRA,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,0,Sem Estoque,18/05/2026,Acima de 90 dias,PAGA
47247703000182,L. C. DE SOUSA LTDA,RevendaCarro,CO2 - THEONILO GONCALINO DE ALMEIDA,Nilson De Caldas Nascimento,FEIRÃO SETEMBRO - M,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
47280299000149,FERRAZ VEICULOS LTDA,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Tauan da Rosa Teixeira,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,1,Até 5,07/08/2026,Até 30 dias,PAGA
47332175000160,J D VEICULO LTDA,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,NEIDE TOMAZ DA COSTA,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
473685000193,Batista Veículos,RevendaCarro,SE1 - BRUNO NOGUEIRA MARTINS,Jefferson Lazaro de Souza,FEIRÃO SETEMBRO - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
47387280000104,LIDER VEICULOS,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Solange Macedo de oliveira,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
47463602000149,Thiago veículos,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,José Romário Feitosa dos Santos,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,15,Até 20,29/08/2026,Até 15 dias,PAGA
47500730000115,A&R AUTOMOVEIS LTDA,Revenda Multimarcas,PR2 - MARIA INES ANTUNES,PETERSON ANTONIO OLIVEIRA FIRMINO,Feirão Pontual - Feirão Setembro,Lucynara Ochiai,Renan Winterink,34,Até 50,14/05/2026,Acima de 90 dias,PAGA
47583045000108,DM AUTO SANTOS LTDA,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,veridiana furlani hummel dos santos,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
4760947000151,ESTACIONAMENTO AVENIDA DE OLIMPIA LTDA - ME,RevendaCarro,SPINT3 - FABIO YOSHIKAZU TANIGUTI,Luiz Antonio Alves Zara,FEIRÃO SETEMBRO - P,Andre Souza,Luana Mota,9,Até 10,20/05/2026,Acima de 90 dias,PAGA
47613785000131,AB3 MOTORS LTDA,RevendaCarro,SC2 - FABIANO HEIL DIAS,Felipe Ronchi,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,23,Até 30,27/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO
47621026000110,V & F MOTORS LTDA,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,caiqui cabral,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
47627871000101,EMS MOTORS LTDA,RevendaCarro,SPINT1 - CHRISTIANE LOPES,Camila da Silva,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
47633199000159,Mx Comercio De Veiculos Ltda,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Fernanda Meinchein da Silva Pinheiro,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,97,Até 100,31/08/2026,Até 15 dias,1 PARC ATRASO
47645482000109,TCHU CORRETORA DE SEGUROS E PROMOTORA DE CREDITO LTDA,RevendaCarro,SC1 - ELIANE DA SILVEIRA,THIAGO PADILHA BITENCOURT,FEIRÃO SETEMBRO - G,Gabriel Pereira,Renan Winterink,21,Até 30,29/08/2026,Até 15 dias,PAGA
47655729000160,CAMPOS & LIMA COMERCIO DE VEICULOS LTDA,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,everton martins oliveira,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
47675811000156,Paludetti Automóveis,Revenda Multimarcas,SP8 - VAGO,Erika Mendes de Oliveira,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,0,Sem Estoque,06/07/2026,31 a 60 dias,PAGA
47717121000112,R DOS SANTOS FERREIRA AUTOMOVEIS,Revenda Multimarcas,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,ROBERTO CESAR NICOLAU ARBEX,Feirão Pontual - Feirão Setembro,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
47748410000189,DNA PREMIUM MOTORS LTDA,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Maria Iolanda dos Santos Rolemberg,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
4777606000199,Gihad Veículos Ltda,Revenda Multimarcas,SP4 - TIAGO FLORIANO OLIVEIRA,Renato Lourenço Vieira,Feirão Pontual - 3 Feirões,Luana Marques,Juliana Grande,46,Até 50,27/08/2026,Até 15 dias,PAGA
47793623000122,SILVEIRA & RICCI COMERCIO DE VEICULOS LTDA,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,Fabio de Oliveira Barbosa Junior,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
47818956000169,Eclipse Veiculos,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,SIDNEI MIRANDA DE SOUSA,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,0,Sem Estoque,03/08/2026,Até 30 dias,1 PARC ATRASO
47872109000182,SR CAR,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,Jean Edson de Simas Granito,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
47925076000191,JD VEICULOS E PECAS LTDA / JD VEICULOS,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,WILLIAM MORAIS LUCIO,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
47925423000186,SF Motors,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Marcos Luís Freitas de Santana,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,123,Acima 101,28/08/2026,Até 15 dias,PAGA
47950590000187,C.S Motors,Revenda Multimarcas,SP4 - TIAGO FLORIANO OLIVEIRA,Gregory Nicholas Philip Ribeiro da Rosa,Feirão Pontual - Feirão Setembro,Luana Marques,Juliana Grande,0,Sem Estoque,26/09/2025,Acima de 90 dias,PAGA
47957648000114,Ideal veículos Ltda,Revenda Multimarcas,SE1 - BRUNO NOGUEIRA MARTINS,Joceir Lima Boechat,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
47965005000112,BCAR VEICULOS,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Vinicius José de Oliveira Alves,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,110,Acima 101,28/08/2026,Até 15 dias,PAGA
48019423000180,Excelente Automóveis,Revenda Multimarcas,SP3 - EDWARD PEREZ CAMPOS,Plinio Viani Rangel de Farias,Feirão Pontual - Feirão Setembro,Luana Marques,Juliana Grande,27,Até 30,31/08/2026,Até 15 dias,PAGA
4802448000180,VALCAR VEICULOS LTDA.,RevendaCarro,SP2 - LUIZ DE OLIVEIRA CRUZ,Aline Soares Cintra,2 FEIROES - G,Luana Mota,Luana Mota,69,Até 100,29/08/2026,Até 15 dias,PAGA
48063669000159,A. A. PACHECO LTDA,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,José Raul Antunes,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
48099324000155,An Comercio E Locacao De Veiculos Ltda,Revenda Multimarcas,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Iann Gabriel Moreira de Souza,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,0,Sem Estoque,09/05/2026,Acima de 90 dias,4 PARC ATRASO
48105459000186,RJ MOTORS REVENDA DE VEÍCULOS LTDA,Revenda Multimarcas,CO2 - THEONILO GONCALINO DE ALMEIDA,Bruno Marx Vilas Boas da Silva,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,0,Sem Estoque,02/06/2026,61 a 90 dias,PAGA
4810884000109,Honda Veiculos,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,ANTONIO MAMORU HONDA,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
48191024000100,THEODORA VEICULOS ITU LTDA,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,José Raul Antunes,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
48193118000100,Auto Top Multimarcas,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Marcelo Goulart Steffen,FEIRÃO SETEMBRO - P,Bruna de Paula,Renan Winterink,2,Até 5,20/08/2026,Até 15 dias,PAGA
48221351000159,VPR MOTORS LTDA,Revenda Multimarcas,SP4 - TIAGO FLORIANO OLIVEIRA,Willian Desan dos Santos,Feirão Pontual - Feirão Setembro,Luana Marques,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
48225451000153,GF motors,RevendaCarro,SPINT1 - CHRISTIANE LOPES,Tatiana de Sousa Abrão,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,14,Até 20,29/08/2026,Até 15 dias,PAGA
48244962000112,V BACK AUTOS,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Rafael Waldrich Eirof,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
48248634000194,Leader prime comércio de veículos Ltda / stone veículos,RevendaCarro,CO2 - THEONILO GONCALINO DE ALMEIDA,adison costa deusdara,FEIRÃO SETEMBRO - P,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
48253062000131,BRASIL MOTORS,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,Rafael de lelis cordeiro silva,FEIRÃO SETEMBRO - M,Ludmila Martins,Renan Winterink,3,Até 5,29/08/2026,Até 15 dias,PAGA
48283181000137,EXCLUSIV MULTIMARCAS,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,KAREN SABRINA NEVES DA SILVA,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
48316872000190,RODRIGUES MARTINS VEICULOS LTDA,Revenda Multimarcas,CO1 - NADIA JAMAYARA CARDOSO PRIMO,SILVIO EURIPEDES CORREA JUNIOR,Feirão Pontual - Feirão Setembro,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
48326923000164,Compete Car Veiculos Ltda,Revenda Multimarcas,CO2 - THEONILO GONCALINO DE ALMEIDA,DHIULYA DA COSTA TORELLA,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,45,Até 50,28/08/2026,Até 15 dias,PAGA
48342963000108,DOUGLAS APARECIDO DE MELLO,RevendaCarro,SP3 - EDWARD PEREZ CAMPOS,Leandro Larsen Pignatari,FEIRÃO SETEMBRO - P,Luana Marques,Juliana Grande,55,Até 100,17/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO
48347463000150,DREAM MOTOS,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,JEFFERSON DA SILVA TENORIO,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,1,Até 5,19/06/2026,61 a 90 dias,PAGA
48363727000160,G A Veiculos,Revenda Multimarcas,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Marinilda Martins costa e silva,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,7,Até 10,20/05/2026,Acima de 90 dias,PAGA
48394641000102,ESCALADA MULTIMARCAS LTDA,RevendaCarro,SP8 - VAGO,Wellington Emanoel Franco Resende,FEIRÃO SETEMBRO - G,Juliana Grande,Juliana Grande,18,Até 20,20/05/2026,Acima de 90 dias,PAGA
48418282000178,Lotus Racer,Revenda Multimarcas,SP7 - FLAVIA DE FATIMA CORREA,Alexia de Oliveira Vilas Boas,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,10,Até 10,27/08/2026,Até 15 dias,2 PARC ATRASO
48418597000115,MAXTER VEICULOS,RevendaCarro,NO1 - MARCOS WILLIAM MAIA LEMES JUNIOR,MARCOS AZAMBUJA,2 FEIROES - P,,,0,Sem Estoque,,Nunca atualizou,PAGA
48465028000120,GUIMOTORS AUTOMOVEIS LTDA,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,Marcio Augusto Oliveira Pinto,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
48491810000114,Benevente Veículos,RevendaCarro,SE1 - BRUNO NOGUEIRA MARTINS,Luiz Felipe Lopes Machado Leite,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
48574794000123,JG MULTIMARCAS LTDA,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Willian Chagas Haueisen,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,10,Até 10,31/07/2026,31 a 60 dias,PAGA
48576213000192,Verus Motors,RevendaCarro,SPINT3 - FABIO YOSHIKAZU TANIGUTI,Lucilaine Pericoco de Melo,FEIRÃO SETEMBRO - P,Andre Souza,Luana Mota,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
48584347000155,Ivel Multimarcas,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Felipe Ronchi,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
48648861000107,ABEL MAYCON AMARAL RAMOS LOPES LTDA,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Joao Ricardo feitoza Araujo,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
