CNPJ,Loja,Segmento,GN,Feirao,Comercial,Estoque,Faixa_Estoque,Ultima_Atualizacao,Faixa_Atualizacao,Status_Pgto,Tem_Credencial,Contato_Wpp,Contato_Email
44016305000167,espindola carros ltda,Revenda Multimarcas,rafael waldrich eirof,Feirão Pontual - Feirão Setembro,Gabriel Pereira,40,Até 50,27/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO,Sim,Não,Não
44025411000107,Guilherme Veiculos,RevendaMoto,Vinicius da Silva Rodrigues,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
44050881000120,Premium Comercio de Veiculos Novos e Usados Ltda,Revenda Multimarcas,Renata Marinho Lopes,Feirão Pontual - 3 Feirões,Fernanda Souza,6,Até 10,30/07/2026,31 a 60 dias,PAGA,Sim,Sim,Sim
44101984000172,Jhon veiculos,Revenda Multimarcas,José Romário Feitosa dos Santos,Feirão Pontual - 3 Feirões,Ruana Figueroa,0,Sem Estoque,22/07/2025,Acima de 90 dias,5 PARC ATRASO,Não,Não,Não
44450044000199,NORTAO COMERCIO DE VEICULOS LTDA,RevendaCarro,RENATA LOPES,FEIRÃO SETEMBRO - P,Fernanda Souza,20,Até 20,08/10/2024,Acima de 90 dias,PAGA,Sim,Sim,Sim
44457343000155,AVANTE COMERCIO DE VEICULOS SOROCABA LTDA,RevendaCarro,Fabio messias furquim,FEIRÃO SETEMBRO - P,Juliana Grande,8,Até 10,27/05/2025,Acima de 90 dias,PAGA,Não,Não,Não
44494822000141,New Credi,Revenda Multimarcas,Keila Rosecler Bispo Matos,Feirão Pontual - 2 Feirões,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Não,Não
44502298000103,Auto + Seminovos,Revenda Multimarcas,Cynthia Fernandes Moura,Feirão Pontual - 3 Feirões,Gabriel Pereira,41,Até 50,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
44556814000182,FERREIRA AUTOMOVEIS LTDA,RevendaCarro,Janaina Regina Dalberto,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
44612322000167,JP7 Veiculos,RevendaCarro,Carlos Eduardo,FEIRÃO SETEMBRO - P,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
44619582000164,MARCOS ANTONIO LOPES DE CASTRO,Revenda Multimarcas,ANTONIO WANDESON DUARTE PEREIRA,Feirão Pontual - Feirão Setembro,Fernanda Souza,17,Até 20,27/08/2026,Até 15 dias,PAGA,Sim,Não,Não
44806276000137,G12 COMERCIO DE VEICULOS LTDA,RevendaCarro,Silvestre Fernandes da Silva,FEIRÃO SETEMBRO - P,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
44950266000170,NM5 SELECT CAR,Revenda Multimarcas,Marcello Lima de Mello,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
45014571000113,NAPOLI CAR MULTIMARCAS LTDA,RevendaCarro,Ana Carolina Florência Pinto,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Sim,Sim
45095898000167,Reis Multimarcas LTDA,RevendaCarro,Tauan da Rosa Teixeira,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
45104356000103,NORTE VEICULOS LTDA,RevendaCarro,DANIEL EPAMINONDAS  LOPES MARTINS,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
45121759000160,KAROLAYNE MERCES DO NASCIMENTO DUARTE,RevendaCarro,ANTONIO MARCOS DA SILVA NOBREGA,FEIRÃO SETEMBRO - P,Ruana Figueroa,5,Até 5,28/06/2024,Acima de 90 dias,PAGA,Não,Não,Não
45161159000126,V12 AUTOFACIL,RevendaCarro,RENAN FELIPE DE OLIVEIRA CHIARI,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
45201995000197,YANKE REPASSE MG,RevendaCarro,ALBE RICARDO MICHETTE RAMOS,FEIRÃO SETEMBRO - M,Ludmila Martins,78,Até 100,31/08/2026,Até 15 dias,PENDENTE_ACEITE,Não,Sim,Sim
4523182000136,MEGA FACIL LTDA,Revenda Multimarcas,EVERTON MATEUS MARCZINSKI,Feirão Pontual - 2 Feirões,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
45251755000105,MAISA EVANGELISTA DE LIMA LTDA,Revenda Multimarcas,eduardo ferreira chagas,Feirão Pontual - 3 Feirões,Ruana Figueroa,1,Até 5,24/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
45263060000135,MASTERCLASS FIN & REFIN LTDA,RevendaCarro,ELISANGELA FURQUIM LEMOS,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
45302299000177,GTS Motors,Revenda Multimarcas,Eduardo Felipe Faria,Feirão Pontual - 3 Feirões,Luana Marques,0,Sem Estoque,17/08/2026,Até 15 dias,3 PARC ATRASO,Não,Não,Não
45320266000150,Anel seminovos,Revenda Multimarcas,Cristiane Coelho challub Figueiredo,Feirão Pontual - 3 Feirões,Ludmila Martins,27,Até 30,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
45343342000142,CG EMPREENDIMENTOS COMÉRCIO E SERVIÇOS LTDA,Revenda Multimarcas,Milene Rodrigues,Feirão Pontual - 3 Feirões,Fernanda Souza,17,Até 20,18/08/2026,Até 15 dias,PAGA,Sim,Não,Não
45351172000148,CITY VEICULOS LTDA,RevendaCarro,ALLAN FRANCISCO DE SOUSA PEREIRA,FEIRÃO SETEMBRO - P,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
4537353000186,Atual Veiculos,RevendaCarro,RENATA LOPES,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
45449643000155,MORO MULTIMARCAS LTDA,RevendaCarro,Clicia Souza dos Santos,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
45459082000175,LUCAS MAIA DE OLIVEIRA AUTOMOVEIS,RevendaCarro,celso vinicius silva mendes,FEIRÃO SETEMBRO - M,Andre Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
45459660000173,PLATAFORMA CAR SHOP LTDA,RevendaCarro,LEANDRO PIGNATARI,FEIRÃO SETEMBRO - M,Luana Marques,5,Até 5,11/08/2026,Até 30 dias,PENDENTE_ACEITE,Não,Sim,Sim
45494613000160,Vitor multimarcas,Revenda Multimarcas,Juliane Aparecida do Nascimento Alves,Feirão Pontual - Feirão Setembro,Andre Souza,0,Sem Estoque,20/05/2026,Acima de 90 dias,PAGA,Sim,Não,Não
45495310000162,Strincar Veiculos Ltda,Revenda Multimarcas,Rafael Carvalho Nunes,Feirão Pontual - 3 Feirões,Gabriel Pereira,34,Até 50,24/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
45561480000106,FABB COMERCIO E SERVICOS DE VEICULOS LTDA,RevendaCarro,ANTONIO MARCOS DA SILVA NOBREGA,FEIRÃO SETEMBRO - P,Ruana Figueroa,39,Até 50,31/08/2026,Até 15 dias,PAGA,Não,Não,Não
45569333000174,Guiacar multimarcas,Revenda Multimarcas,Ana Paula Tachinski Cardoso,Feirão Pontual - 2 Feirões,Gabriel Pereira,2,Até 5,21/05/2026,Acima de 90 dias,PAGA,Sim,Não,Não
45584987000177,DANIEL VEÍCULOS,RevendaCarro,PAULO DE MORAES ALCÂNTARA,FEIRÃO SETEMBRO - M,Fernanda Souza,14,Até 20,20/05/2026,Acima de 90 dias,PAGA,Não,Não,Não
45618572000177,GT MOTORS COMERCIO DE VEICULOS LTDA,RevendaCarro,emanuelle machi da costa,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
45698956000147,GP VEICULOS LTDA,RevendaCarro,GUILHERME VOLNEI KOLC ROCHA,FEIRÃO SETEMBRO - G,Lucynara Ochiai,11,Até 20,25/08/2026,Até 15 dias,PAGA,Não,Sim,Sim
45704557000141,Rota 66 bh ltda,Revenda Multimarcas,Gilbert Santos de Oliveira,Feirão Pontual - 3 Feirões,Ludmila Martins,58,Até 100,31/08/2026,Até 15 dias,2 PARC ATRASO,Sim,Sim,Sim
45712467000100,R S VIEIRA CORRETAGEM,RevendaCarro,Karina Araujo Ramalho,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
45717532000182,M CAR MULTIMARCAS,Revenda Multimarcas,GLEYDSON RODRIGUES RIBEIRO DE ALMEIDA,Feirão Pontual - Feirão Setembro,,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
45718596000106,c14 comercio de veiculos ltda,RevendaCarro,vinicius felipe bernardes de godoi,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
45733898000145,Rota 408 Veículos,Revenda Multimarcas,Cláudio Gonçalves Soutinho,Feirão Pontual - 3 Feirões,Ruana Figueroa,9,Até 10,03/06/2026,61 a 90 dias,4 PARC ATRASO,Sim,Não,Não
4574854000132,NETO NEVES & CIA . LTDA,RevendaCarro,Guilherme Duarte Sabir,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,12/11/2021,Acima de 90 dias,PAGA,Sim,Não,Não
45759962000167,G. P. MOTORS VEICULOS LTDA,RevendaCarro,Fabio de Oliveira Barbosa Junior,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
45820168000181,FERREIRA E SANTOS MULTIMARCAS,RevendaCarro,Raul lincoln de mello euzebio,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
45844556001174,AUTO JAPAN,Concessionária,Victor Costa Dias,Feirão Pontual - 3 Feirões,Ludmila Martins,17,Até 20,28/08/2026,Até 15 dias,2 PARC ATRASO,Sim,Sim,Sim
45872796000100,BIG VEICULOS LTDA,RevendaCarro,Jacinto Silva Ferreira,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
45928221000162,Cargill Seminovos,Revenda Multimarcas,Edivaldo Alves Ferreira de Sousa,Feirão Pontual - 3 Feirões,Gabriel Pereira,32,Até 50,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
46027334000150,NEXAUTO MOTORS LTDA,Revenda Multimarcas,Jeferson wellinton cavalcante Matos,Feirão Pontual - 3 Feirões,Tatiane Silva,26,Até 30,31/08/2026,Até 15 dias,2 PARC ATRASO,Sim,Sim,Sim
46051947000122,BOM PASTOR VEICULOS LTDA,Revenda Multimarcas,Vitor Martins Vale Menezes,Feirão Pontual - Feirão Setembro,Ludmila Martins,15,Até 20,17/08/2026,Até 15 dias,PAGA,Sim,Não,Não
46073392000110,SMART VEICULOS,Revenda Multimarcas,Tiago da Cunha Alves,Feirão Pontual - 3 Feirões,Tatiane Silva,28,Até 30,05/08/2026,Até 30 dias,PAGA,Sim,Sim,Sim
46082926000174,GARAGE MULTIMARCAS 01 LTDA,RevendaCarro,Janaina Regina Dalberto,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
46083352000159,AGILLI VEICULOS INTERMEDIAÇÕES RASTREAMENTO E MONITORAMENTO LTDA,Revenda Multimarcas,Tiago Oliveira da Franca,Feirão Pontual - 3 Feirões,Fernanda Souza,80,Até 100,29/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
46125651000109,Baruk Multimarcas Ltda,Revenda Multimarcas,ANNDRE DOS SANTOS,Feirão Pontual - 3 Feirões,Juliana Grande,0,Sem Estoque,24/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
46142723000126,EPC automóveis,RevendaCarro,Paula Scavarielo Trento,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
46229425000178,OMEGA VEICULOS BH LTDA,Revenda Multimarcas,WESLEY PAULO GONCALVES,Feirão Pontual - 3 Feirões,Ludmila Martins,29,Até 30,31/08/2026,Até 15 dias,2 PARC ATRASO,Não,Sim,Sim
46310672000102,Auto Melo veículos,RevendaCarro,Vinicius José,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
46400393000121,THIAGO MOREIRA DIAS,RevendaCarro,Mario Paulo Villa Scaff,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
46442016000155,NOTARO MOTORS,RevendaCarro,Carlos Alberto Rosa,FEIRÃO SETEMBRO - P,Juliana Grande,8,Até 10,18/08/2026,Até 15 dias,PAGA,Não,Não,Não
46496221000101,DRUMOND MOTORS COMERCIO DE VEICULOS LTDA.,RevendaCarro,WESLEY PAULO GONCALVES,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,13/02/2026,Acima de 90 dias,AGUARDANDO_PAGAMENTO,Não,Sim,Sim
46539774000196,Cap Motors LTDA,Revenda Multimarcas,Rogerio Andre Torello,Feirão Pontual - 3 Feirões,Juliana Grande,97,Até 100,30/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
46601546000107,AUTOBAHN CORRETAGEM DE VEICULOS USADOS LTDA,RevendaCarro,Karina Araujo Ramalho,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
46619129000183,144 Motors LTDA,RevendaCarro,Luiz Henrique Jardim Bomfá Rodrigues,FEIRÃO SETEMBRO - M,Juliana Grande,1,Até 5,02/10/2025,Acima de 90 dias,PAGA,Sim,Não,Não
4665518000103,Proaldo Veículos e Produções LTDA,RevendaCarro,Maria Iolanda dos Santos Rolemberg,FEIRÃO SETEMBRO - P,Fernanda Souza,8,Até 10,20/08/2026,Até 15 dias,PAGA,Sim,Não,Não
46723522000112,VIANA VEICULOS,RevendaCarro,Camila Ramires,FEIRÃO SETEMBRO - P,Bruna de Paula,27,Até 30,28/08/2026,Até 15 dias,PAGA,Sim,Não,Não
46730959000183,D' SA MULTIMARCAS LTDA,Revenda Multimarcas,CHRISLEY MIRANDA SILVA,Feirão Pontual - 3 Feirões,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
46769308000105,AMERICA AUTOMOVEIS LTDA,RevendaCarro,Peterson Antônio Oliveira Firmino,FEIRÃO SETEMBRO - P,Lucynara Ochiai,39,Até 50,19/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
46864357000119,REI VEICULOS,Revenda Multimarcas,MILENE RODRIGUES,Feirão Pontual - 3 Feirões,Fernanda Souza,12,Até 20,12/08/2026,Até 30 dias,1 PARC ATRASO,Sim,Sim,Sim
46876308000104,MJ CARS,Revenda Multimarcas,Victoria Barreiro,Feirão Pontual - 3 Feirões,Luana Marques,165,Acima 101,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
46901827000177,NOBRE VEICULOS,RevendaCarro,Marlon José Zaranski,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
4693771000162,Via Brasil veículos Ltda,Revenda Multimarcas,Marcos William Maia Lemos Júnior,Feirão Pontual - 3 Feirões,,0,Sem Estoque,17/01/2022,Acima de 90 dias,4 PARC ATRASO,Sim,Não,Não
4697343000108,HF MULTIMARCAS,Revenda Multimarcas,João Victor Resende Silva,Feirão Pontual - 3 Feirões,Ludmila Martins,85,Até 100,31/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
46988783000164,GM Motors,RevendaCarro,Elaine Cristiana Moreira Dias,2 FEIROES - P,Ludmila Martins,4,Até 5,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
46993324000179,RAASCH VEÍCULOS,Revenda Multimarcas,Diego Timoteo Santos,Feirão Pontual - 3 Feirões,Ludmila Martins,16,Até 20,20/06/2026,61 a 90 dias,PAGA,Sim,Sim,Sim
47006414000191,PREMIUM VEICULOS,RevendaCarro,GENIVAL CRUZ,FEIRÃO SETEMBRO - P,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
47007022000147,C&L COMERCIO DE VEICULOS,RevendaCarro,luiz thyago,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
47106635000131,Autostock repasse de veículos ltda,Revenda Multimarcas,Paula do prado Scavariello trento,Feirão Pontual - 3 Feirões,Juliana Grande,35,Até 50,22/04/2025,Acima de 90 dias,PAGA,Sim,Não,Não
47150649000152,RD Motors intermediações compra e venda de veículos,Revenda Multimarcas,Tabata Regina Pereira Lima,Feirão Pontual - Feirão Setembro,Juliana Grande,0,Sem Estoque,29/07/2025,Acima de 90 dias,AGUARDANDO_PAGAMENTO,Sim,Sim,Sim
47169391000136,Primecar Automoveis,Revenda Multimarcas,Mayara Caroline Neis,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
47206919000108,VIA CAR MULTIMARCAS LTDA,RevendaCarro,Gustavo Isac Rosa,2 FEIROES - P,Tatiane Silva,0,Sem Estoque,27/09/2025,Acima de 90 dias,PAGA,Sim,Sim,Sim
47215607000152,Gold car automóveis,RevendaCarro,Bruno Rubim Nobre,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
47216945000109,GARAGE 56 MULTIMARCAS LOJA DE VEICULOS LTDA,RevendaCarro,Josiane Spognollo,FEIRÃO SETEMBRO - P,Lucynara Ochiai,19,Até 20,11/08/2026,Até 30 dias,PAGA,Sim,Não,Não
47240584000136,GTS MOTORS CATANDUVA LTDA,RevendaCarro,Lucilaine Pericoco de Melo,FEIRÃO SETEMBRO - P,Andre Souza,45,Até 50,19/08/2026,Até 15 dias,PAGA,Não,Não,Não
47246577000222,BENEDET COMERCIO DE VEICULOS,Revenda Multimarcas,TAUAN DA ROSA TEIXEIRA,Feirão Pontual - 3 Feirões,Gabriel Pereira,0,Sem Estoque,18/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
47247703000182,L. C. DE SOUSA LTDA,RevendaCarro,Nilson De Caldas Nascimento,FEIRÃO SETEMBRO - M,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
47280299000149,FERRAZ VEICULOS LTDA,Revenda Multimarcas,Tauan da Rosa Teixeira,Feirão Pontual - Feirão Setembro,Gabriel Pereira,1,Até 5,07/08/2026,Até 30 dias,PAGA,Sim,Não,Não
47332175000160,J D VEICULO LTDA,Revenda Multimarcas,NEIDE TOMAZ DA COSTA,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
473685000193,Batista Veículos,RevendaCarro,Jefferson Lazaro de Souza,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
47387280000104,LIDER VEICULOS,RevendaCarro,Solange Macedo de oliveira,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Não,Não
47463602000149,Thiago veículos,Revenda Multimarcas,José Romário Feitosa dos Santos,Feirão Pontual - 3 Feirões,Ruana Figueroa,15,Até 20,29/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
47500730000115,A&R AUTOMOVEIS LTDA,Revenda Multimarcas,PETERSON ANTONIO OLIVEIRA FIRMINO,Feirão Pontual - Feirão Setembro,Lucynara Ochiai,34,Até 50,14/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
47583045000108,DM AUTO SANTOS LTDA,RevendaCarro,veridiana furlani hummel dos santos,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
4760947000151,ESTACIONAMENTO AVENIDA DE OLIMPIA LTDA - ME,RevendaCarro,Luiz Antonio Alves Zara,FEIRÃO SETEMBRO - P,Andre Souza,9,Até 10,20/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
47613785000131,AB3 MOTORS LTDA,RevendaCarro,Felipe Ronchi,FEIRÃO SETEMBRO - P,Gabriel Pereira,23,Até 30,27/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO,Não,Não,Não
47621026000110,V & F MOTORS LTDA,RevendaCarro,caiqui cabral,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
47627871000101,EMS MOTORS LTDA,RevendaCarro,Camila da Silva,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
47633199000159,Mx Comercio De Veiculos Ltda,Revenda Multimarcas,Fernanda Meinchein da Silva Pinheiro,Feirão Pontual - 3 Feirões,Gabriel Pereira,97,Até 100,31/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
47645482000109,TCHU CORRETORA DE SEGUROS E PROMOTORA DE CREDITO LTDA,RevendaCarro,THIAGO PADILHA BITENCOURT,FEIRÃO SETEMBRO - G,Gabriel Pereira,21,Até 30,29/08/2026,Até 15 dias,PAGA,Sim,Não,Não
47655729000160,CAMPOS & LIMA COMERCIO DE VEICULOS LTDA,RevendaCarro,everton martins oliveira,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
47675811000156,Paludetti Automóveis,Revenda Multimarcas,Erika Mendes de Oliveira,Feirão Pontual - 3 Feirões,Juliana Grande,0,Sem Estoque,06/07/2026,31 a 60 dias,PAGA,Não,Não,Não
47717121000112,R DOS SANTOS FERREIRA AUTOMOVEIS,Revenda Multimarcas,ROBERTO CESAR NICOLAU ARBEX,Feirão Pontual - Feirão Setembro,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Não,Não
47748410000189,DNA PREMIUM MOTORS LTDA,RevendaCarro,Maria Iolanda dos Santos Rolemberg,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
4777606000199,Gihad Veículos Ltda,Revenda Multimarcas,Renato Lourenço Vieira,Feirão Pontual - 3 Feirões,Luana Marques,46,Até 50,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
47793623000122,SILVEIRA & RICCI COMERCIO DE VEICULOS LTDA,RevendaCarro,Fabio de Oliveira Barbosa Junior,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
47818956000169,Eclipse Veiculos,Revenda Multimarcas,SIDNEI MIRANDA DE SOUSA,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,03/08/2026,Até 30 dias,1 PARC ATRASO,Sim,Sim,Sim
47872109000182,SR CAR,RevendaCarro,Jean Edson de Simas Granito,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Sim,Sim
47925076000191,JD VEICULOS E PECAS LTDA / JD VEICULOS,RevendaCarro,WILLIAM MORAIS LUCIO,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
47925423000186,SF Motors,Revenda Multimarcas,Marcos Luís Freitas de Santana,Feirão Pontual - 3 Feirões,Fernanda Souza,123,Acima 101,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
47950590000187,C.S Motors,Revenda Multimarcas,Gregory Nicholas Philip Ribeiro da Rosa,Feirão Pontual - Feirão Setembro,Luana Marques,0,Sem Estoque,26/09/2025,Acima de 90 dias,PAGA,Sim,Não,Não
47957648000114,Ideal veículos Ltda,Revenda Multimarcas,Joceir Lima Boechat,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
47965005000112,BCAR VEICULOS,Revenda Multimarcas,Vinicius José de Oliveira Alves,Feirão Pontual - 3 Feirões,Ludmila Martins,110,Acima 101,28/08/2026,Até 15 dias,PAGA,Sim,Não,Não
48019423000180,Excelente Automóveis,Revenda Multimarcas,Plinio Viani Rangel de Farias,Feirão Pontual - Feirão Setembro,Luana Marques,27,Até 30,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
4802448000180,VALCAR VEICULOS LTDA.,RevendaCarro,Aline Soares Cintra,2 FEIROES - G,Luana Mota,69,Até 100,29/08/2026,Até 15 dias,PAGA,Sim,Não,Não
48063669000159,A. A. PACHECO LTDA,RevendaCarro,José Raul Antunes,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
48099324000155,An Comercio E Locacao De Veiculos Ltda,Revenda Multimarcas,Iann Gabriel Moreira de Souza,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,09/05/2026,Acima de 90 dias,4 PARC ATRASO,Sim,Não,Não
48105459000186,RJ MOTORS REVENDA DE VEÍCULOS LTDA,Revenda Multimarcas,Bruno Marx Vilas Boas da Silva,Feirão Pontual - 3 Feirões,Tatiane Silva,0,Sem Estoque,02/06/2026,61 a 90 dias,PAGA,Sim,Sim,Sim
4810884000109,Honda Veiculos,RevendaCarro,ANTONIO MAMORU HONDA,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
48191024000100,THEODORA VEICULOS ITU LTDA,RevendaCarro,José Raul Antunes,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
48193118000100,Auto Top Multimarcas,RevendaCarro,Marcelo Goulart Steffen,FEIRÃO SETEMBRO - P,Bruna de Paula,2,Até 5,20/08/2026,Até 15 dias,PAGA,Não,Sim,Sim
48221351000159,VPR MOTORS LTDA,Revenda Multimarcas,Willian Desan dos Santos,Feirão Pontual - Feirão Setembro,Luana Marques,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
48225451000153,GF motors,RevendaCarro,Tatiana de Sousa Abrão,FEIRÃO SETEMBRO - M,Juliana Grande,14,Até 20,29/08/2026,Até 15 dias,PAGA,Sim,Não,Não
48244962000112,V BACK AUTOS,Revenda Multimarcas,Rafael Waldrich Eirof,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
48248634000194,Leader prime comércio de veículos Ltda / stone veículos,RevendaCarro,adison costa deusdara,FEIRÃO SETEMBRO - P,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
